secciones,periodo,municipio_codigo,municipio_nombre,renta_media
2807918052 Madrid sección 18052,2019,28079,Madrid,24.5
2807918052 Madrid sección 18052,2020,28079,Madrid,32.166666666666664
2807918052 Madrid sección 18052,2021,28079,Madrid,23.5
2807918053 Madrid sección 18053,2023,28079,Madrid,12.5
2807918054 Madrid sección 18054,2017,28079,Madrid,6.0
2807918054 Madrid sección 18054,2018,28079,Madrid,33.6
2807918054 Madrid sección 18054,2019,28079,Madrid,6.666666666666667
2807918054 Madrid sección 18054,2020,28079,Madrid,12.333333333333334
2807918054 Madrid sección 18054,2021,28079,Madrid,22.0
2807918054 Madrid sección 18054,2022,28079,Madrid,13.666666666666666
2807918054 Madrid sección 18054,2023,28079,Madrid,16.333333333333332
2807918055 Madrid sección 18055,2015,28079,Madrid,15.0
2807918055 Madrid sección 18055,2016,28079,Madrid,28.727272727272727
2807918057 Madrid sección 18057,2019,28079,Madrid,31.75
2807918057 Madrid sección 18057,2020,28079,Madrid,13.25
2807918057 Madrid sección 18057,2021,28079,Madrid,21.2
2807918057 Madrid sección 18057,2022,28079,Madrid,19.142857142857142
2807918057 Madrid sección 18057,2023,28079,Madrid,26.0
2807918058 Madrid sección 18058,2018,28079,Madrid,25.666666666666668
2807918058 Madrid sección 18058,2019,28079,Madrid,26.5
2807918058 Madrid sección 18058,2020,28079,Madrid,22.75
2807918058 Madrid sección 18058,2021,28079,Madrid,22.666666666666668
2807918058 Madrid sección 18058,2022,28079,Madrid,26.666666666666668
2807918058 Madrid sección 18058,2023,28079,Madrid,15.142857142857142
2807918059 Madrid sección 18059,2020,28079,Madrid,12.75
2807918059 Madrid sección 18059,2021,28079,Madrid,14.714285714285714
2807918059 Madrid sección 18059,2022,28079,Madrid,17.0
2807918059 Madrid sección 18059,2023,28079,Madrid,16.166666666666668
2807918060 Madrid sección 18060,2018,28079,Madrid,23.25
2807918060 Madrid sección 18060,2019,28079,Madrid,21.666666666666668
2807918060 Madrid sección 18060,2020,28079,Madrid,11.142857142857142
2807918060 Madrid sección 18060,2021,28079,Madrid,15.857142857142858
2807918061 Madrid sección 18061,2017,28079,Madrid,6.0
2807918061 Madrid sección 18061,2018,28079,Madrid,19.5
2807918061 Madrid sección 18061,2019,28079,Madrid,19.25
2807918061 Madrid sección 18061,2020,28079,Madrid,20.5
2807918061 Madrid sección 18061,2021,28079,Madrid,19.4
2807918062 Madrid sección 18062,2016,28079,Madrid,23.428571428571427
2807918063 Madrid sección 18063,2016,28079,Madrid,8.0
2807918063 Madrid sección 18063,2017,28079,Madrid,6.0
2807918063 Madrid sección 18063,2018,28079,Madrid,13.4
2807918063 Madrid sección 18063,2019,28079,Madrid,27.0
2807918063 Madrid sección 18063,2020,28079,Madrid,15.0
2807918063 Madrid sección 18063,2021,28079,Madrid,16.2
2807918064 Madrid sección 18064,2015,28079,Madrid,31.75
2807918064 Madrid sección 18064,2016,28079,Madrid,25.333333333333332
2807918064 Madrid sección 18064,2023,28079,Madrid,14.2
2807918065 Madrid sección 18065,2019,28079,Madrid,12.333333333333334
2807918065 Madrid sección 18065,2020,28079,Madrid,13.0
2807918065 Madrid sección 18065,2021,28079,Madrid,14.8
2807918065 Madrid sección 18065,2022,28079,Madrid,9.428571428571429
2807918065 Madrid sección 18065,2023,28079,Madrid,18.0
2807919001 Madrid sección 19001,2016,28079,Madrid,40.75
2807919002 Madrid sección 19002,2018,28079,Madrid,20.5
2807919002 Madrid sección 19002,2019,28079,Madrid,20.0
2807919002 Madrid sección 19002,2020,28079,Madrid,11.222222222222221
2807919002 Madrid sección 19002,2021,28079,Madrid,18.8
2807919002 Madrid sección 19002,2022,28079,Madrid,20.333333333333332
2807919002 Madrid sección 19002,2023,28079,Madrid,14.0
2807919047 Madrid sección 19047,2015,28079,Madrid,23.0
2807919047 Madrid sección 19047,2017,28079,Madrid,6.5
2807919047 Madrid sección 19047,2018,28079,Madrid,18.571428571428573
2807919047 Madrid sección 19047,2023,28079,Madrid,8.5
2807919052 Madrid sección 19052,2020,28079,Madrid,18.5
2807919052 Madrid sección 19052,2021,28079,Madrid,17.9
2807919052 Madrid sección 19052,2022,28079,Madrid,7.75
2807919052 Madrid sección 19052,2023,28079,Madrid,10.2
2807919053 Madrid sección 19053,2022,28079,Madrid,31.333333333333332
2807919053 Madrid sección 19053,2023,28079,Madrid,16.125
2807919054 Madrid sección 19054,2022,28079,Madrid,33.25
2807919054 Madrid sección 19054,2023,28079,Madrid,53.0
2807919056 Madrid sección 19056,2022,28079,Madrid,19.666666666666668
2807919056 Madrid sección 19056,2023,28079,Madrid,20.428571428571427
2807920068 Madrid sección 20068,2015,28079,Madrid,27.0
2807920068 Madrid sección 20068,2016,28079,Madrid,17.75
2807920068 Madrid sección 20068,2017,28079,Madrid,8.666666666666666
2807920068 Madrid sección 20068,2018,28079,Madrid,41.8
2807920068 Madrid sección 20068,2019,28079,Madrid,20.333333333333332
2807920068 Madrid sección 20068,2020,28079,Madrid,28.0
2807920068 Madrid sección 20068,2021,28079,Madrid,32.875
2807920068 Madrid sección 20068,2022,28079,Madrid,31.428571428571427
2807920068 Madrid sección 20068,2023,28079,Madrid,31.166666666666668
2807920071 Madrid sección 20071,2015,28079,Madrid,22.0
2807920071 Madrid sección 20071,2016,28079,Madrid,34.857142857142854
2807920096 Madrid sección 20096,2015,28079,Madrid,21.5
2807920096 Madrid sección 20096,2016,28079,Madrid,41.8
2807920106 Madrid sección 20106,2016,28079,Madrid,29.857142857142858
2807920106 Madrid sección 20106,2017,28079,Madrid,6.0
2807920106 Madrid sección 20106,2018,28079,Madrid,27.666666666666668
2807920106 Madrid sección 20106,2019,28079,Madrid,4.666666666666667
2807920106 Madrid sección 20106,2020,28079,Madrid,29.8
2807920106 Madrid sección 20106,2021,28079,Madrid,15.142857142857142
2807920112 Madrid sección 20112,2019,28079,Madrid,26.333333333333332
2807920112 Madrid sección 20112,2020,28079,Madrid,35.375
2807920112 Madrid sección 20112,2021,28079,Madrid,28.75
2807920119 Madrid sección 20119,2015,28079,Madrid,22.0
2807920119 Madrid sección 20119,2016,28079,Madrid,40.6
2807920120 Madrid sección 20120,2015,28079,Madrid,25.0
2807920120 Madrid sección 20120,2016,28079,Madrid,12.6
2807920120 Madrid sección 20120,2018,28079,Madrid,27.25
2807920120 Madrid sección 20120,2019,28079,Madrid,53.333333333333336
2807920120 Madrid sección 20120,2020,28079,Madrid,28.0
2807920120 Madrid sección 20120,2021,28079,Madrid,29.4
2807920120 Madrid sección 20120,2022,28079,Madrid,21.333333333333332
2807920120 Madrid sección 20120,2023,28079,Madrid,27.0
2807920121 Madrid sección 20121,2015,28079,Madrid,27.083333333333332
2807920121 Madrid sección 20121,2016,28079,Madrid,46.833333333333336
2807920121 Madrid sección 20121,2017,28079,Madrid,16.5
2807920121 Madrid sección 20121,2018,28079,Madrid,18.4
2807920121 Madrid sección 20121,2019,28079,Madrid,34.2
2807920121 Madrid sección 20121,2020,28079,Madrid,19.666666666666668
2807920121 Madrid sección 20121,2021,28079,Madrid,19.666666666666668
2807920121 Madrid sección 20121,2022,28079,Madrid,27.8
2807920121 Madrid sección 20121,2023,28079,Madrid,16.666666666666668
2807921027 Madrid sección 21027,2015,28079,Madrid,25.285714285714285
2807921027 Madrid sección 21027,2016,28079,Madrid,52.0
2807921027 Madrid sección 21027,2017,28079,Madrid,5.0
2807921027 Madrid sección 21027,2018,28079,Madrid,25.0
2807921027 Madrid sección 21027,2019,28079,Madrid,19.22222222222222
2807921027 Madrid sección 21027,2020,28079,Madrid,19.666666666666668
2807921027 Madrid sección 21027,2021,28079,Madrid,35.5
2807921027 Madrid sección 21027,2022,28079,Madrid,39.8
2807921027 Madrid sección 21027,2023,28079,Madrid,4.5
2807921031 Madrid sección 21031,2015,28079,Madrid,25.444444444444443
2807921031 Madrid sección 21031,2016,28079,Madrid,29.5
2807921031 Madrid sección 21031,2018,28079,Madrid,26.25
2807921031 Madrid sección 21031,2019,28079,Madrid,15.363636363636363
2807921031 Madrid sección 21031,2020,28079,Madrid,16.333333333333332
2807921031 Madrid sección 21031,2021,28079,Madrid,14.5
2807921033 Madrid sección 21033,2020,28079,Madrid,27.0
2808001009 Majadahonda sección 01009,2017,28080,Majadahonda,5.0
2808001009 Majadahonda sección 01009,2018,28080,Majadahonda,30.571428571428573
2808001009 Majadahonda sección 01009,2019,28080,Majadahonda,29.75
2808001009 Majadahonda sección 01009,2020,28080,Majadahonda,46.166666666666664
2808001009 Majadahonda sección 01009,2021,28080,Majadahonda,22.5
2808001009 Majadahonda sección 01009,2022,28080,Majadahonda,33.25
2808001009 Majadahonda sección 01009,2023,28080,Majadahonda,42.8
2808001016 Majadahonda sección 01016,2015,28080,Majadahonda,16.0
2808001016 Majadahonda sección 01016,2016,28080,Majadahonda,39.857142857142854
2808001016 Majadahonda sección 01016,2017,28080,Majadahonda,6.0
2808002005 Majadahonda sección 02005,2015,28080,Majadahonda,14.857142857142858
2808002005 Majadahonda sección 02005,2016,28080,Majadahonda,23.5
2808002005 Majadahonda sección 02005,2017,28080,Majadahonda,4.0
2808002005 Majadahonda sección 02005,2018,28080,Majadahonda,42.0
2808002005 Majadahonda sección 02005,2019,28080,Majadahonda,11.714285714285714
2808002005 Majadahonda sección 02005,2020,28080,Majadahonda,3.5
2808002005 Majadahonda sección 02005,2021,28080,Majadahonda,31.666666666666668
2808002005 Majadahonda sección 02005,2022,28080,Majadahonda,47.0
2808002005 Majadahonda sección 02005,2023,28080,Majadahonda,5.6
2808002022 Majadahonda sección 02022,2015,28080,Majadahonda,7.0
2808002022 Majadahonda sección 02022,2016,28080,Majadahonda,42.4
2808002022 Majadahonda sección 02022,2017,28080,Majadahonda,7.625
2808002022 Majadahonda sección 02022,2018,28080,Majadahonda,46.2
2808002022 Majadahonda sección 02022,2019,28080,Majadahonda,46.166666666666664
2808002022 Majadahonda sección 02022,2020,28080,Majadahonda,55.5
2808002022 Majadahonda sección 02022,2021,28080,Majadahonda,34.857142857142854
2808002022 Majadahonda sección 02022,2022,28080,Majadahonda,35.333333333333336
2808002022 Majadahonda sección 02022,2023,28080,Majadahonda,31.727272727272727
2808002025 Majadahonda sección 02025,2021,28080,Majadahonda,49.142857142857146
2808002025 Majadahonda sección 02025,2022,28080,Majadahonda,2.6666666666666665
2808002027 Majadahonda sección 02027,2015,28080,Majadahonda,26.666666666666668
2808002027 Majadahonda sección 02027,2016,28080,Majadahonda,35.666666666666664
2808002027 Majadahonda sección 02027,2017,28080,Majadahonda,3.5
2808002027 Majadahonda sección 02027,2018,28080,Majadahonda,33.75
2808002027 Majadahonda sección 02027,2019,28080,Majadahonda,23.6
2808002027 Majadahonda sección 02027,2020,28080,Majadahonda,32.42857142857143
2808002027 Majadahonda sección 02027,2021,28080,Majadahonda,28.11111111111111
2808002027 Majadahonda sección 02027,2022,28080,Majadahonda,16.25
2808201002 Manzanares el Real sección 01002,2019,28082,Manzanares el Real,19.25
2808201002 Manzanares el Real sección 01002,2020,28082,Manzanares el Real,13.571428571428571
2808201002 Manzanares el Real sección 01002,2021,28082,Manzanares el Real,13.428571428571429
2808201002 Manzanares el Real sección 01002,2022,28082,Manzanares el Real,20.0
2808201002 Manzanares el Real sección 01002,2023,28082,Manzanares el Real,11.0
2808201003 Manzanares el Real sección 01003,2020,28082,Manzanares el Real,17.333333333333332
2808201003 Manzanares el Real sección 01003,2021,28082,Manzanares el Real,6.0
2808201003 Manzanares el Real sección 01003,2022,28082,Manzanares el Real,17.6
2808201003 Manzanares el Real sección 01003,2023,28082,Manzanares el Real,32.833333333333336
2808301001 Meco sección 01001,2018,28083,Meco,16.0
2808301001 Meco sección 01001,2021,28083,Meco,14.1
2808301001 Meco sección 01001,2022,28083,Meco,16.6
2808301001 Meco sección 01001,2023,28083,Meco,19.5
2808301002 Meco sección 01002,2015,28083,Meco,10.833333333333334
2808301002 Meco sección 01002,2016,28083,Meco,13.5
2808301002 Meco sección 01002,2018,28083,Meco,6.142857142857143
2808301002 Meco sección 01002,2021,28083,Meco,6.0
2808301002 Meco sección 01002,2022,28083,Meco,4.75
2808301002 Meco sección 01002,2023,28083,Meco,3.75
2808301003 Meco sección 01003,2015,28083,Meco,14.6
2808301003 Meco sección 01003,2016,28083,Meco,10.666666666666666
2808301003 Meco sección 01003,2018,28083,Meco,29.0
2808301004 Meco sección 01004,2015,28083,Meco,19.0
2808301004 Meco sección 01004,2016,28083,Meco,39.6
2808301004 Meco sección 01004,2018,28083,Meco,16.25
2808301004 Meco sección 01004,2021,28083,Meco,28.5
2808301004 Meco sección 01004,2022,28083,Meco,49.5
2808301004 Meco sección 01004,2023,28083,Meco,26.333333333333332
2808301005 Meco sección 01005,2018,28083,Meco,12.8
2808301006 Meco sección 01006,2021,28083,Meco,18.6
2808301006 Meco sección 01006,2022,28083,Meco,22.4
2808301006 Meco sección 01006,2023,28083,Meco,19.833333333333332
2808401001 Mejorada del Campo sección 01001,2015,28084,Mejorada del Campo,11.75
2808401001 Mejorada del Campo sección 01001,2016,28084,Mejorada del Campo,14.0
2808401001 Mejorada del Campo sección 01001,2017,28084,Mejorada del Campo,16.333333333333332
2808401001 Mejorada del Campo sección 01001,2018,28084,Mejorada del Campo,12.142857142857142
2808401001 Mejorada del Campo sección 01001,2019,28084,Mejorada del Campo,12.5
2808401001 Mejorada del Campo sección 01001,2020,28084,Mejorada del Campo,18.333333333333332
2808401001 Mejorada del Campo sección 01001,2021,28084,Mejorada del Campo,13.0
2808401001 Mejorada del Campo sección 01001,2022,28084,Mejorada del Campo,11.5
2808401001 Mejorada del Campo sección 01001,2023,28084,Mejorada del Campo,7.0
2808401002 Mejorada del Campo sección 01002,2015,28084,Mejorada del Campo,17.75
2808401002 Mejorada del Campo sección 01002,2016,28084,Mejorada del Campo,16.857142857142858
2808401002 Mejorada del Campo sección 01002,2017,28084,Mejorada del Campo,21.333333333333332
2808401002 Mejorada del Campo sección 01002,2018,28084,Mejorada del Campo,14.5
2808401002 Mejorada del Campo sección 01002,2019,28084,Mejorada del Campo,10.333333333333334
2808401002 Mejorada del Campo sección 01002,2020,28084,Mejorada del Campo,18.8
2808401002 Mejorada del Campo sección 01002,2021,28084,Mejorada del Campo,13.0
2808401002 Mejorada del Campo sección 01002,2023,28084,Mejorada del Campo,14.333333333333334
2808401009 Mejorada del Campo sección 01009,2021,28084,Mejorada del Campo,9.166666666666666
2808401009 Mejorada del Campo sección 01009,2022,28084,Mejorada del Campo,8.0
2808401009 Mejorada del Campo sección 01009,2023,28084,Mejorada del Campo,18.142857142857142
2808401011 Mejorada del Campo sección 01011,2018,28084,Mejorada del Campo,19.11111111111111
2808401011 Mejorada del Campo sección 01011,2019,28084,Mejorada del Campo,14.666666666666666
2808401011 Mejorada del Campo sección 01011,2020,28084,Mejorada del Campo,21.285714285714285
2808401011 Mejorada del Campo sección 01011,2021,28084,Mejorada del Campo,21.75
2808401011 Mejorada del Campo sección 01011,2022,28084,Mejorada del Campo,14.857142857142858
2808401011 Mejorada del Campo sección 01011,2023,28084,Mejorada del Campo,21.25
2808501001 Miraflores de la Sierra sección 01001,2015,28085,Miraflores de la Sierra,20.333333333333332
2808501001 Miraflores de la Sierra sección 01001,2016,28085,Miraflores de la Sierra,19.5
2808501001 Miraflores de la Sierra sección 01001,2017,28085,Miraflores de la Sierra,29.333333333333332
2808501001 Miraflores de la Sierra sección 01001,2018,28085,Miraflores de la Sierra,19.0
2808501001 Miraflores de la Sierra sección 01001,2019,28085,Miraflores de la Sierra,25.333333333333332
2808501001 Miraflores de la Sierra sección 01001,2020,28085,Miraflores de la Sierra,18.0
2808501001 Miraflores de la Sierra sección 01001,2021,28085,Miraflores de la Sierra,19.1
2808501001 Miraflores de la Sierra sección 01001,2022,28085,Miraflores de la Sierra,19.8
2808501001 Miraflores de la Sierra sección 01001,2023,28085,Miraflores de la Sierra,19.25
"2808601001 Molar, El sección 01001",2017,28086,"Molar, El",16.5
"2808601001 Molar, El sección 01001",2018,28086,"Molar, El",18.0
"2808601001 Molar, El sección 01001",2019,28086,"Molar, El",15.6
"2808601001 Molar, El sección 01001",2020,28086,"Molar, El",20.666666666666668
"2808601001 Molar, El sección 01001",2021,28086,"Molar, El",22.333333333333332
"2808601001 Molar, El sección 01001",2022,28086,"Molar, El",19.333333333333332
"2808601001 Molar, El sección 01001",2023,28086,"Molar, El",14.5
"2808601002 Molar, El sección 01002",2017,28086,"Molar, El",19.5
"2808601002 Molar, El sección 01002",2018,28086,"Molar, El",19.2
"2808601002 Molar, El sección 01002",2019,28086,"Molar, El",19.0
"2808601002 Molar, El sección 01002",2020,28086,"Molar, El",17.75
"2808601002 Molar, El sección 01002",2021,28086,"Molar, El",19.125
"2808601003 Molar, El sección 01003",2017,28086,"Molar, El",36.0
"2808601003 Molar, El sección 01003",2018,28086,"Molar, El",12.666666666666666
"2808601003 Molar, El sección 01003",2019,28086,"Molar, El",18.4
"2808601003 Molar, El sección 01003",2020,28086,"Molar, El",19.75
"2808601003 Molar, El sección 01003",2021,28086,"Molar, El",20.4
"2808601003 Molar, El sección 01003",2022,28086,"Molar, El",15.0
"2808601003 Molar, El sección 01003",2023,28086,"Molar, El",21.5
2809001001 Moralzarzal sección 01001,2020,28090,Moralzarzal,14.857142857142858
2809001001 Moralzarzal sección 01001,2021,28090,Moralzarzal,16.875
2809001001 Moralzarzal sección 01001,2022,28090,Moralzarzal,16.166666666666668
2809001001 Moralzarzal sección 01001,2023,28090,Moralzarzal,18.0
2809001002 Moralzarzal sección 01002,2015,28090,Moralzarzal,18.5
2809001002 Moralzarzal sección 01002,2016,28090,Moralzarzal,13.5
2809001002 Moralzarzal sección 01002,2020,28090,Moralzarzal,35.0
2809001002 Moralzarzal sección 01002,2021,28090,Moralzarzal,22.0
2809001002 Moralzarzal sección 01002,2022,28090,Moralzarzal,20.25
2809001002 Moralzarzal sección 01002,2023,28090,Moralzarzal,29.0
2809001003 Moralzarzal sección 01003,2015,28090,Moralzarzal,51.0
2809001003 Moralzarzal sección 01003,2016,28090,Moralzarzal,22.333333333333332
2809001003 Moralzarzal sección 01003,2020,28090,Moralzarzal,23.857142857142858
2809001003 Moralzarzal sección 01003,2021,28090,Moralzarzal,21.166666666666668
2809001004 Moralzarzal sección 01004,2015,28090,Moralzarzal,37.0
2809001004 Moralzarzal sección 01004,2016,28090,Moralzarzal,15.2
2809001004 Moralzarzal sección 01004,2020,28090,Moralzarzal,16.5
2809001004 Moralzarzal sección 01004,2021,28090,Moralzarzal,12.25
2809001004 Moralzarzal sección 01004,2022,28090,Moralzarzal,26.666666666666668
2809001004 Moralzarzal sección 01004,2023,28090,Moralzarzal,34.5
2809001005 Moralzarzal sección 01005,2020,28090,Moralzarzal,42.625
2809001005 Moralzarzal sección 01005,2021,28090,Moralzarzal,15.625
2809001005 Moralzarzal sección 01005,2022,28090,Moralzarzal,38.4
2809001005 Moralzarzal sección 01005,2023,28090,Moralzarzal,47.666666666666664
2809201015 Móstoles sección 01015,2015,28092,Móstoles,21.5
2809201015 Móstoles sección 01015,2016,28092,Móstoles,19.833333333333332
2809201019 Móstoles sección 01019,2015,28092,Móstoles,21.375
2809201019 Móstoles sección 01019,2016,28092,Móstoles,22.5
2809201019 Móstoles sección 01019,2017,28092,Móstoles,18.0
2809201019 Móstoles sección 01019,2018,28092,Móstoles,23.6
2809201019 Móstoles sección 01019,2019,28092,Móstoles,35.0
2809201019 Móstoles sección 01019,2020,28092,Móstoles,22.22222222222222
2809201019 Móstoles sección 01019,2021,28092,Móstoles,20.5
2809201019 Móstoles sección 01019,2022,28092,Móstoles,28.0
2809201019 Móstoles sección 01019,2023,28092,Móstoles,26.833333333333332
2809202038 Móstoles sección 02038,2015,28092,Móstoles,30.8
2809202038 Móstoles sección 02038,2016,28092,Móstoles,15.666666666666666
2809202038 Móstoles sección 02038,2017,28092,Móstoles,9.0
2809202038 Móstoles sección 02038,2018,28092,Móstoles,19.0
2809202038 Móstoles sección 02038,2019,28092,Móstoles,18.0
2809202038 Móstoles sección 02038,2020,28092,Móstoles,27.833333333333332
2809202038 Móstoles sección 02038,2021,28092,Móstoles,14.0
2809202038 Móstoles sección 02038,2022,28092,Móstoles,26.0
2809202038 Móstoles sección 02038,2023,28092,Móstoles,19.333333333333332
2809203026 Móstoles sección 03026,2023,28092,Móstoles,11.5
2809204018 Móstoles sección 04018,2015,28092,Móstoles,16.0
2809204018 Móstoles sección 04018,2016,28092,Móstoles,27.75
2809204035 Móstoles sección 04035,2015,28092,Móstoles,6.75
2809204035 Móstoles sección 04035,2016,28092,Móstoles,13.0
2809204035 Móstoles sección 04035,2017,28092,Móstoles,8.75
2809204035 Móstoles sección 04035,2018,28092,Móstoles,11.5
2809204035 Móstoles sección 04035,2019,28092,Móstoles,11.75
2809204035 Móstoles sección 04035,2020,28092,Móstoles,6.0
2809204035 Móstoles sección 04035,2021,28092,Móstoles,16.142857142857142
2809204035 Móstoles sección 04035,2022,28092,Móstoles,10.75
2809204035 Móstoles sección 04035,2023,28092,Móstoles,4.5
2809204039 Móstoles sección 04039,2016,28092,Móstoles,16.666666666666668
2809204040 Móstoles sección 04040,2016,28092,Móstoles,11.0
2809204040 Móstoles sección 04040,2017,28092,Móstoles,5.5
2809204040 Móstoles sección 04040,2018,28092,Móstoles,17.714285714285715
2809204040 Móstoles sección 04040,2019,28092,Móstoles,12.333333333333334
2809204040 Móstoles sección 04040,2020,28092,Móstoles,19.2
2809204040 Móstoles sección 04040,2021,28092,Móstoles,44.5
2809204041 Móstoles sección 04041,2015,28092,Móstoles,24.833333333333332
2809204041 Móstoles sección 04041,2016,28092,Móstoles,21.428571428571427
2809204041 Móstoles sección 04041,2023,28092,Móstoles,14.5
2809204042 Móstoles sección 04042,2017,28092,Móstoles,17.333333333333332
2809204042 Móstoles sección 04042,2018,28092,Móstoles,19.5
2809204042 Móstoles sección 04042,2019,28092,Móstoles,22.333333333333332
2809204042 Móstoles sección 04042,2020,28092,Móstoles,18.77777777777778
2809204042 Móstoles sección 04042,2021,28092,Móstoles,19.833333333333332
2809204042 Móstoles sección 04042,2023,28092,Móstoles,15.666666666666666
2809204043 Móstoles sección 04043,2019,28092,Móstoles,21.75
2809204043 Móstoles sección 04043,2020,28092,Móstoles,16.4
2809204043 Móstoles sección 04043,2021,28092,Móstoles,15.142857142857142
2809301001 Navacerrada sección 01001,2015,28093,Navacerrada,23.0
2809301001 Navacerrada sección 01001,2016,28093,Navacerrada,23.0
2809301001 Navacerrada sección 01001,2017,28093,Navacerrada,12.0
2809301001 Navacerrada sección 01001,2018,28093,Navacerrada,26.545454545454547
2809301001 Navacerrada sección 01001,2019,28093,Navacerrada,21.0
2809301001 Navacerrada sección 01001,2020,28093,Navacerrada,19.0
2809301001 Navacerrada sección 01001,2021,28093,Navacerrada,20.0
2809301001 Navacerrada sección 01001,2022,28093,Navacerrada,13.2
2809301001 Navacerrada sección 01001,2023,28093,Navacerrada,18.833333333333332
2809501001 Navalagamella sección 01001,2017,28095,Navalagamella,11.5
2809501001 Navalagamella sección 01001,2018,28095,Navalagamella,20.5
2809501001 Navalagamella sección 01001,2019,28095,Navalagamella,20.6
2809501001 Navalagamella sección 01001,2020,28095,Navalagamella,21.88888888888889
2809501001 Navalagamella sección 01001,2021,28095,Navalagamella,12.0
2809501001 Navalagamella sección 01001,2022,28095,Navalagamella,19.0
2809501001 Navalagamella sección 01001,2023,28095,Navalagamella,18.0
2809601001 Navalcarnero sección 01001,2023,28096,Navalcarnero,18.0
2809601004 Navalcarnero sección 01004,2016,28096,Navalcarnero,16.6
2809601004 Navalcarnero sección 01004,2017,28096,Navalcarnero,11.0
2809601004 Navalcarnero sección 01004,2018,28096,Navalcarnero,21.0
2809601004 Navalcarnero sección 01004,2019,28096,Navalcarnero,13.181818181818182
2809601004 Navalcarnero sección 01004,2020,28096,Navalcarnero,15.125
2809601004 Navalcarnero sección 01004,2021,28096,Navalcarnero,13.555555555555555
2809601004 Navalcarnero sección 01004,2022,28096,Navalcarnero,13.285714285714286
2809601004 Navalcarnero sección 01004,2023,28096,Navalcarnero,17.142857142857142
2809601005 Navalcarnero sección 01005,2016,28096,Navalcarnero,13.75
2809601005 Navalcarnero sección 01005,2017,28096,Navalcarnero,8.8
2809601005 Navalcarnero sección 01005,2018,28096,Navalcarnero,16.6
2809601005 Navalcarnero sección 01005,2019,28096,Navalcarnero,12.428571428571429
2809601005 Navalcarnero sección 01005,2020,28096,Navalcarnero,15.666666666666666
2809601005 Navalcarnero sección 01005,2021,28096,Navalcarnero,14.0
2809601005 Navalcarnero sección 01005,2022,28096,Navalcarnero,15.8
2809601010 Navalcarnero sección 01010,2022,28096,Navalcarnero,17.714285714285715
2809601010 Navalcarnero sección 01010,2023,28096,Navalcarnero,7.5
2809601012 Navalcarnero sección 01012,2018,28096,Navalcarnero,26.0
2809601012 Navalcarnero sección 01012,2019,28096,Navalcarnero,14.0
2809601012 Navalcarnero sección 01012,2020,28096,Navalcarnero,30.6
2809601012 Navalcarnero sección 01012,2021,28096,Navalcarnero,15.0
2809601012 Navalcarnero sección 01012,2022,28096,Navalcarnero,24.666666666666668
2809601012 Navalcarnero sección 01012,2023,28096,Navalcarnero,22.0
2809601014 Navalcarnero sección 01014,2021,28096,Navalcarnero,16.2
2809601014 Navalcarnero sección 01014,2022,28096,Navalcarnero,19.714285714285715
2809601014 Navalcarnero sección 01014,2023,28096,Navalcarnero,21.333333333333332
2809901001 Navas del Rey sección 01001,2015,28099,Navas del Rey,20.6
2809901001 Navas del Rey sección 01001,2016,28099,Navas del Rey,25.25
2809901001 Navas del Rey sección 01001,2017,28099,Navas del Rey,28.666666666666668
2809901001 Navas del Rey sección 01001,2018,28099,Navas del Rey,14.857142857142858
2809901001 Navas del Rey sección 01001,2019,28099,Navas del Rey,15.166666666666666
2809901001 Navas del Rey sección 01001,2020,28099,Navas del Rey,14.75
2809901001 Navas del Rey sección 01001,2021,28099,Navas del Rey,12.444444444444445
2809901001 Navas del Rey sección 01001,2022,28099,Navas del Rey,11.333333333333334
2809901001 Navas del Rey sección 01001,2023,28099,Navas del Rey,14.666666666666666
2810001003 Nuevo Baztán sección 01003,2015,28100,Nuevo Baztán,24.285714285714285
2810001003 Nuevo Baztán sección 01003,2016,28100,Nuevo Baztán,32.25
2810001003 Nuevo Baztán sección 01003,2017,28100,Nuevo Baztán,18.0
2810001003 Nuevo Baztán sección 01003,2018,28100,Nuevo Baztán,21.25
2810001003 Nuevo Baztán sección 01003,2019,28100,Nuevo Baztán,19.5
2810001003 Nuevo Baztán sección 01003,2020,28100,Nuevo Baztán,15.0
2810001003 Nuevo Baztán sección 01003,2021,28100,Nuevo Baztán,15.666666666666666
2810001003 Nuevo Baztán sección 01003,2022,28100,Nuevo Baztán,17.6
2810001003 Nuevo Baztán sección 01003,2023,28100,Nuevo Baztán,16.9
2810401001 Paracuellos de Jarama sección 01001,2015,28104,Paracuellos de Jarama,33.5
2810401001 Paracuellos de Jarama sección 01001,2016,28104,Paracuellos de Jarama,27.428571428571427
2810401001 Paracuellos de Jarama sección 01001,2017,28104,Paracuellos de Jarama,8.0
2810401001 Paracuellos de Jarama sección 01001,2018,28104,Paracuellos de Jarama,59.0
2810401001 Paracuellos de Jarama sección 01001,2019,28104,Paracuellos de Jarama,31.0
2810401001 Paracuellos de Jarama sección 01001,2020,28104,Paracuellos de Jarama,19.88888888888889
2810401001 Paracuellos de Jarama sección 01001,2021,28104,Paracuellos de Jarama,16.75
2810401002 Paracuellos de Jarama sección 01002,2015,28104,Paracuellos de Jarama,14.5
2810401002 Paracuellos de Jarama sección 01002,2016,28104,Paracuellos de Jarama,19.0
2810401003 Paracuellos de Jarama sección 01003,2015,28104,Paracuellos de Jarama,16.5
